"Device_ID","Device_Type","Operating_System","Department","Vulnerability","Threat","Attack","CPU_Usage","Memory_Usage","Network_Traffic","Failed_Logins","Open_Ports","Patch_Level","Firewall","Antivirus","User_Behaviour_Score","Risk_Score","Compromised","Attack_Probability","Attack_Result","Infection_Level","Threat_Severity"
"DEV0145",1,2,5,9,4,2,0.921098845960863,0.165843075810534,0.7898916646275,0.1,0.916666666666667,1,1,2,0.0225488558543511,0.333333333333333,1,0.83,"Successful","Low","Low"
"DEV0146",1,1,2,10,1,2,0.75351229302559,0.308906833795348,0.183880942317532,0.15,0.0833333333333333,1,1,2,0.120427593118423,0.151515151515152,1,0.37,"Blocked","Medium","Low"
"DEV0147",1,1,1,2,4,3,0.980556949322629,0.405688803181873,0.48272640313216,0.85,0,1,2,1,0.10556205111074,0.95959595959596,1,0.38,"Blocked","Medium","Critical"
"DEV0148",4,1,1,1,3,1,0.886352232814852,0.449680607448475,0.269592685693947,0.25,0.375,2,1,2,0.652580591281109,0.444444444444444,2,0.26,"Blocked","Medium","Medium"
"DEV0149",2,1,4,1,3,2,0.994982438534872,0.565023502470773,0.561297355015238,0,0.5,2,1,1,0.232503758142642,0.686868686868687,2,0.38,"Blocked","Low","High"
"DEV0150",1,1,5,4,1,2,0.37468640240843,0.553694106303483,0.973372188730452,0.8,0.333333333333333,2,1,1,0.231668615333222,0.666666666666667,2,0.75,"Successful","Low","High"
"DEV0151",4,3,3,7,1,3,0.3460863020572,0.857418343979752,0.186016506128623,1,0.958333333333333,1,2,1,0.74795390011692,0.494949494949495,1,0.84,"Successful","High","Medium"
"DEV0152",1,1,5,3,1,1,0.778850978424486,0.426660238640472,0.726870286743933,0.65,0.5,1,1,2,0.981626858192751,0.121212121212121,2,0.57,"Blocked","Medium","Low"
"DEV0153",4,3,2,8,3,1,0.1441294530858,0.515487525611667,0.350655128689965,0.4,0,2,1,1,0.955069316853182,0.181818181818182,1,0.49,"Blocked","Medium","Low"
"DEV0154",2,4,2,7,4,2,0.502885097842449,0.529950584548632,0.660178408560051,0.85,0.0416666666666667,1,1,1,0.836813095039252,0.515151515151515,2,0.38,"Blocked","High","Medium"
"DEV0155",3,2,3,4,4,3,0.743100852985449,0.449319030975051,0.258247502947523,0.55,0.708333333333333,1,1,1,0.940370803407383,0.808080808080808,2,0.28,"Blocked","Medium","Critical"
"DEV0156",4,2,5,10,4,3,0.200075263421977,0.326503555501989,0.200120125464374,0.9,0.25,2,1,2,0.70252213128445,0,1,0.49,"Blocked","Low","Low"
"DEV0157",4,4,5,7,4,1,0.668715504264927,0.865855128359648,0.682223655818299,1,0.0833333333333333,1,1,2,0.998663771504927,0.868686868686869,2,0.63,"Successful","Low","Critical"
"DEV0158",4,1,1,5,3,1,0.443301555444054,0.810292876943473,0.0884924254221075,0.7,0.708333333333333,1,2,2,0.578920995490229,0.767676767676768,2,0.36,"Blocked","High","High"
"DEV0159",3,3,5,1,3,3,0.90178123432012,0.992406894058093,0.875314217071163,0.8,0.25,1,2,1,0.843494237514615,0.171717171717172,2,0.53,"Blocked","Medium","Low"
"DEV0160",4,3,1,5,2,3,0.292398394380331,0.432927564179824,0.71103152181167,0.25,0.958333333333333,1,2,2,0.209453816602639,0.666666666666667,2,0.36,"Blocked","Low","High"
"DEV0161",4,1,3,4,4,2,0.559708981435023,0.465951548752561,0.322025226347518,0.1,0.791666666666667,2,2,1,0.999331885752464,0.858585858585859,1,0.58,"Blocked","Low","Critical"
"DEV0162",1,2,4,7,4,3,0.0265930757651781,0.479450403760395,0.973883834226859,0.5,0.75,2,1,1,0.316853181894104,0.929292929292929,2,0.47,"Blocked","Low","Critical"
"DEV0163",1,4,2,3,2,2,0.563848469643753,0.880800289261179,0.0125464373901631,0.8,0.416666666666667,1,1,1,0.481042258226157,0.696969696969697,2,0.69,"Successful","Medium","High"
"DEV0164",1,1,4,9,4,1,0.57175112895133,0.515367000120526,0.273196449625164,0.6,0.166666666666667,2,1,1,0.540170369133122,0.939393939393939,2,0.48,"Blocked","Low","Critical"
"DEV0165",4,3,4,9,4,3,0.936276969392875,0.686754248523563,0.198273752586034,0.1,0.625,2,1,1,0.739268414898948,0.656565656565657,1,0.47,"Blocked","Low","High"
"DEV0166",2,2,5,9,4,3,0.674234821876568,0.176810895504399,0.274597913376193,0.8,0.916666666666667,1,2,1,0.589276766327042,0.747474747474748,2,0.6,"Blocked","Low","High"
"DEV0167",4,4,3,2,1,3,0.564350225790266,0.469687838977944,0.174426623362178,0.45,0.0833333333333333,2,1,2,0.653081676966761,0.282828282828283,1,0.76,"Successful","Medium","Low"
"DEV0168",4,3,4,3,1,3,0.168464626191671,0.686392672050139,0.880252708384312,0.65,0.416666666666667,1,1,1,0.629196592617338,0.191919191919192,2,0.37,"Blocked","Low","Low"
"DEV0169",1,1,2,7,1,2,0.753135975915705,0.0272387609979511,0.881231508464396,0.6,1,1,2,2,0.697678302989811,0.494949494949495,1,0.51,"Blocked","Low","Medium"
"DEV0170",3,2,4,8,1,1,0.303186151530356,0.352778112570809,0.96854492469913,0.7,0.0416666666666667,2,1,2,0.00450977117087027,0.939393939393939,1,0.4,"Blocked","High","Critical"
"DEV0171",1,1,4,5,1,1,0.686402408429503,0.166566228757382,0.556581318265744,0.05,0.333333333333333,1,1,2,0.0759979956572575,0.747474747474748,2,0.67,"Successful","Medium","High"
"DEV0172",2,2,1,3,2,3,0.120672353236327,0.58671809087622,0.0117456009610037,0.35,0.833333333333333,2,1,1,0.639552363454151,0.0202020202020202,2,0.34,"Blocked","Medium","Low"
"DEV0173",2,1,1,9,3,3,0.481936778725539,0.288779076774738,0.941316486107712,0,0.375,1,1,2,0.109737765157842,0.262626262626263,2,0.85,"Successful","Medium","Low"
"DEV0174",2,1,3,7,3,1,0.0851731058705469,0.53766421598168,0.502658332035682,0.2,0.708333333333333,2,2,2,0.722231501586771,0.636363636363636,2,0.76,"Successful","High","High"
"DEV0175",3,1,2,4,1,2,0.295408931259408,0.133421718693504,0.655595844548751,0.45,0.208333333333333,2,1,2,0.651244362786036,0.151515151515152,1,0.7,"Successful","Low","Low"
"DEV0176",4,2,2,3,4,3,0.127947817360763,0.642882969748102,0.515560696727693,0.45,0.791666666666667,2,1,1,0.866544179054618,0.292929292929293,1,0.66,"Successful","Medium","Low"
"DEV0177",4,2,4,10,2,3,0.367160060210738,0.122694949981921,0.0600849776433163,0.35,0.5,1,2,2,0.191414731919158,0.444444444444444,1,0.48,"Blocked","Medium","Medium"
"DEV0178",2,2,2,10,2,3,0.47077270446563,0.660720742437025,0.731675305318889,0.6,1,2,2,2,0.943043260397528,0.636363636363636,1,0.6,"Blocked","Low","High"
"DEV0179",2,4,1,9,4,1,0.0237079779227296,0.339881885018681,0.689542410962561,0.35,0.333333333333333,2,1,2,0.0557875396692835,0.888888888888889,2,0.86,"Successful","Low","Critical"
"DEV0180",1,4,4,1,3,2,0.436276969392875,0.61733156562613,0.709429848953351,0.1,0.916666666666667,2,1,2,0.811424753632871,0.484848484848485,2,0.64,"Successful","Medium","Medium"
"DEV0181",2,3,1,1,2,1,0.900652282990467,0.829576955526094,0.22665895490846,0.3,0.208333333333333,2,1,1,0.476365458493402,0.111111111111111,1,0.83,"Successful","Low","Low"
"DEV0182",3,4,3,1,3,1,0.22491219267436,0.799325057249608,0.35666140190866,0.6,0.916666666666667,1,2,1,0.846500751628529,0.878787878787879,1,0.43,"Blocked","Low","Critical"
"DEV0183",4,4,4,6,1,2,0.0535624686402408,0.178739303362661,0.499922140902721,0.85,0.291666666666667,1,1,1,0.352096208451645,0.444444444444444,2,0.73,"Successful","Medium","Medium"
"DEV0184",3,3,4,3,4,1,0.31409934771701,0.26527660600217,0.953062087068716,0.65,0.5,2,1,1,0.337063637882078,0.555555555555556,2,0.4,"Blocked","High","Medium"
"DEV0185",4,4,5,6,1,3,0.276342197691922,0.547065204290707,0.459146219384691,0.2,0.208333333333333,2,2,1,0.194588274594956,0.242424242424242,1,0.65,"Successful","High","Low"
"DEV0186",1,1,3,3,3,3,0.473030607124937,0.335422441846451,0.0696727693368629,0.35,0.875,2,1,1,0.292801068982796,0.616161616161616,1,0.56,"Blocked","Low","High"
"DEV0187",1,1,1,4,3,3,0.354867034621174,0.419549234663131,0.44235089982871,0.85,0.583333333333333,2,1,2,0.218139301820611,0.858585858585859,1,0.4,"Blocked","Low","Critical"
"DEV0188",3,2,2,9,3,1,0.670973406924235,0.660720742437025,0.458323137499166,0.7,0.875,1,1,2,0.193753131785535,0.313131313131313,2,0.62,"Successful","High","Low"
"DEV0189",4,3,2,3,3,1,0.887104867034621,0.78630830420634,0.369719484795231,0.75,0.0833333333333333,2,1,1,0.347085351595123,0.696969696969697,1,0.88,"Successful","Medium","High"
"DEV0190",1,3,4,8,1,3,0.415203211239338,0.174641436663854,0.417613952350232,0.05,0.291666666666667,1,1,1,0.950726574244196,0.0707070707070707,2,0.88,"Successful","Medium","Low"
"DEV0191",2,2,4,8,3,3,0.52295534370296,0.515367000120526,0.972816052321313,0.85,0.791666666666667,2,1,1,0.68982796058126,0.0707070707070707,2,0.41,"Blocked","Low","Low"
"DEV0192",3,2,2,5,1,3,0.337305569493226,0.879715559840906,0.0178408560051609,0.95,0.833333333333333,2,1,2,0.020210455987974,0.505050505050505,2,0.44,"Blocked","Medium","Medium"
"DEV0193",4,4,5,10,2,2,0.828399397892624,0.433289140653248,0.93459835828532,0.2,0.0833333333333333,2,2,1,0.107566393853349,0.646464646464647,2,0.94,"Successful","Medium","High"
"DEV0194",2,1,5,8,2,3,0.162568991470145,0.417138724840304,1,0.35,1,1,1,2,0.602472022715884,0.656565656565657,2,0.66,"Successful","High","High"
"DEV0195",2,3,3,3,4,1,0.383592574009032,0.279498613956852,0.18628345160501,0.55,0.25,2,1,2,0.790546183397361,0.262626262626263,2,0.9,"Successful","Low","Low"
"DEV0196",4,3,3,9,1,2,0.67900150526844,0.468362058575389,0.873668053300113,0.65,0.208333333333333,1,1,2,0.516953399031234,0.131313131313131,2,0.55,"Blocked","Low","Low"
"DEV0197",4,4,5,2,2,3,0.953963873557451,0.813908641677715,0.578493092785799,0.4,0.375,2,1,2,0.98730582929681,0.454545454545455,2,0.51,"Blocked","High","Medium"
"DEV0198",2,1,1,1,2,1,0.229302558956347,0.187778715198264,0.849220296754388,0.85,0.958333333333333,1,2,2,0.672791047269083,0.101010101010101,2,0.69,"Successful","Low","Low"
"DEV0199",3,3,3,3,1,3,0.687280481685901,0.872966132336989,0.875269726158432,0.7,0.291666666666667,1,1,1,0.139301820611325,0.737373737373737,1,0.31,"Blocked","High","High"
"DEV0200",2,4,1,8,2,2,0.0842950326141495,0.853320477280945,0.527773452272373,0.4,0.875,2,2,1,0.801403039919826,0.353535353535354,1,0.63,"Successful","Low","Low"
"DEV0201",1,4,1,2,1,3,0.708354239839438,0.507773894178619,0.864947834404823,0.65,0,1,2,2,0.484382829463838,0.454545454545455,1,0.38,"Blocked","High","Medium"
"DEV0202",1,1,1,3,4,2,0.927621675865529,0.652283958057129,0.709118412564234,0.8,0.125,2,1,1,0.0866878236178387,0.676767676767677,2,0.92,"Successful","High","High"
"DEV0203",2,2,4,8,2,2,0.810712493728048,0.999758949017717,0.18463728783396,1,0,1,1,1,0.0654751962585602,0.111111111111111,1,0.65,"Successful","Medium","Low"
"DEV0204",3,4,3,4,3,1,0.173607626693427,0.640713510907557,0.22750428225035,0.45,0.625,1,2,1,0.789376983464172,0.444444444444444,2,0.59,"Blocked","Medium","Medium"
"DEV0205",2,4,5,4,3,1,0.0673607626693427,0.498855007834157,0.920828420795053,0.65,0.166666666666667,1,2,2,0.993485886086521,0.222222222222222,2,0.5,"Blocked","Medium","Low"
"DEV0206",2,4,1,10,1,1,0.553186151530356,0.314933108352417,0.0970346806664739,0.7,0.541666666666667,1,1,1,0.657424419575748,0.232323232323232,2,0.86,"Successful","High","Low"
"DEV0207",1,1,5,4,4,1,0.495484194681385,0.998553694106303,0.239939492358686,0.6,0.916666666666667,1,1,1,0.733422415233005,0.0404040404040404,2,0.47,"Blocked","Low","Low"
"DEV0208",4,4,4,6,2,3,0.827521324636227,0.232132095938291,0.907325428781171,0.2,0.791666666666667,1,1,2,0.475196258560214,0.262626262626263,2,0.42,"Blocked","Low","Low"
"DEV0209",2,4,3,7,3,3,0.584922227797291,0.446787995661082,0.550107890463373,0.8,0.25,1,2,1,0.706530816769668,0.101010101010101,1,0.33,"Blocked","High","Low"
"DEV0210",2,4,5,5,2,3,0.676994480682388,0.264915029528745,0.756256534602807,1,0.166666666666667,1,2,2,0.326206781359613,0.171717171717172,1,0.33,"Blocked","Medium","Low"
"DEV0211",2,3,4,3,1,2,0.220396387355745,0.0579727612390021,0.566747491824795,1,0.333333333333333,2,1,2,0.354100551194254,0.717171717171717,2,0.56,"Blocked","Medium","High"
"DEV0212",4,3,3,5,3,2,0.321249372804817,0.956128721224539,0.555780481836585,0.6,0.333333333333333,2,1,1,0.653582762652414,0.151515151515152,2,0.39,"Blocked","High","Low"
"DEV0213",3,1,4,8,4,2,0.504641244355243,0.0770157888393395,0.0266055658131827,0.45,0.291666666666667,1,2,2,0.851845665608819,0.606060606060606,2,0.36,"Blocked","Low","High"
"DEV0214",2,4,3,10,2,2,0.944681384846964,0.466192599734844,0.545814517384824,1,0.375,1,2,1,0.225655587105395,0.595959595959596,1,0.71,"Successful","Medium","Medium"
"DEV0215",2,1,3,6,1,3,0.234194681384847,0.19175605640593,0.446599781994528,0.5,0.166666666666667,2,2,1,0.863871722064473,0.454545454545455,2,0.24,"Blocked","Low","Medium"
"DEV0216",2,4,4,10,3,3,0.268941294530858,0.981439074364228,0.38582519520388,0.65,0.875,2,1,1,0.656589276766327,0.747474747474748,1,0.73,"Successful","High","High"
"DEV0217",1,3,1,1,2,1,0.58705469141997,0.930577317102567,0.0170177741196361,1,0.0833333333333333,1,1,1,0.148822448638717,0.0404040404040404,2,0.46,"Blocked","Low","Low"
"DEV0218",3,1,3,9,3,2,0.0696186653286503,0.519344341328191,0.779280581941138,0.45,0.666666666666667,2,1,2,0.504426256889928,0.737373737373737,2,0.51,"Blocked","High","High"
"DEV0219",1,1,2,8,4,1,0.0352483692925238,0.956008195733398,0.0238026383111249,0.6,0.5,2,1,2,0.584766995156172,1,1,0.82,"Successful","Low","Critical"
"DEV0220",4,1,5,7,3,2,0.742222779729052,0.70664095456189,0.553956354414611,0.75,0.875,1,1,2,0.048772340070152,0.717171717171717,1,0.89,"Successful","High","High"
"DEV0221",2,2,3,4,1,3,0.61214249874561,0.654694467879957,0.625519987542544,0.85,0.541666666666667,2,1,2,0.271922498747286,0.474747474747475,2,0.41,"Blocked","Low","Medium"
"DEV0222",4,2,4,10,2,2,0.753637732062218,0.221405327226708,0.396124841501123,0.1,0,1,1,2,0.960414230833473,0.474747474747475,1,0.92,"Successful","Medium","Medium"
"DEV0223",3,1,2,6,3,2,0.26116407425991,0.621308906833795,0.633350388183214,0.1,0.375,1,1,2,0.7471187573075,0.434343434343434,2,0.75,"Successful","Low","Medium"
"DEV0224",4,1,2,4,2,3,0.806071249372805,0.877787151982644,0.719373567948746,0.45,0.583333333333333,1,1,1,0.983798229497244,0.121212121212121,1,0.71,"Successful","High","Low"
"DEV0225",2,3,2,9,4,1,0.827145007526342,0.295649029769796,0.835072186505906,0.45,0.666666666666667,2,2,1,0.698346417237348,0.171717171717172,1,0.24,"Blocked","High","Low"
"DEV0226",1,3,1,1,2,3,0.183517310587055,0.356875979269616,0.32889907236447,0.3,0.166666666666667,1,2,1,0.85802572239853,0.939393939393939,2,0.5,"Blocked","Low","Critical"
"DEV0227",3,2,2,8,3,3,0.0223281485198194,0.249246715680366,0.647698707538985,0.4,0.625,2,1,1,0.15099381994321,0.727272727272727,1,0.56,"Blocked","Medium","High"
"DEV0228",3,1,5,4,1,3,0.338810837932765,0.695070507412318,0.59139545747781,0.85,0.375,2,2,2,0.340237180557875,0.373737373737374,1,0.62,"Successful","Low","Low"
"DEV0229",1,3,3,4,3,3,0.516808830908179,0.236350488128239,0.24963851133406,0,0.791666666666667,2,2,1,0.492400200434274,0.404040404040404,1,0.72,"Successful","High","Medium"
"DEV0230",4,1,3,7,2,3,0.99648770697441,0.0981077497890804,0.752719507040687,0.9,0.416666666666667,1,1,1,0.278269584098881,0.131313131313131,2,0.89,"Successful","Medium","Low"
"DEV0231",3,1,2,9,3,1,0.412067235323633,0.191997107388213,0.211020399083487,0.95,0.208333333333333,2,2,1,0.689660932019375,0.363636363636364,1,0.66,"Successful","Low","Low"
"DEV0232",1,3,1,2,3,2,0.404039136979428,0.738580209714355,0.577047138122038,0.3,0.0416666666666667,1,1,1,0.863871722064473,0.777777777777778,1,0.52,"Blocked","Low","High"
"DEV0233",1,4,4,8,2,1,0.827395885599599,0.294564300349524,0.789446755500189,0.05,0.0833333333333333,1,1,1,0.404543176883247,0.727272727272727,1,0.61,"Successful","Low","High"
"DEV0234",3,2,2,1,1,1,0.838936276969393,0.668313848378932,0.0580383956576869,0.8,0.916666666666667,1,2,1,0.82812760982128,0.535353535353535,1,0.24,"Blocked","Medium","Medium"
"DEV0235",2,1,4,3,3,3,0.0551931761164074,0.266722911895866,0.926745712188285,0.75,0.833333333333333,1,2,1,0.0424252547185569,0.707070707070707,1,0.4,"Blocked","Low","High"
"DEV0236",2,2,4,9,3,2,0.45822880080281,0.011208870676148,0.471470202211198,0.8,0.625,2,2,2,0.86537497912143,0.868686868686869,2,0.5,"Blocked","Low","Critical"
"DEV0237",2,2,3,4,2,2,0.290642247867536,0.701578883933952,0.787778346272774,0.85,0.375,2,1,2,0.482378486721229,0.646464646464647,2,0.35,"Blocked","Low","High"
"DEV0238",1,2,1,1,1,1,0.30920722528851,0.20838857418344,0.493381976731253,0.55,0.416666666666667,1,2,2,0.395189577417739,0.606060606060606,1,0.82,"Successful","Medium","High"
"DEV0239",2,1,1,3,4,2,0.762418464626192,0.779799927684705,0.585633884279136,0.8,0.25,1,1,1,0.511274427927176,0.212121212121212,2,0.31,"Blocked","High","Low"
"DEV0240",3,4,4,6,1,3,0.0125439036628199,0.1523442208027,0.331034636175561,0.5,0.75,1,2,2,0.876732921329547,0.888888888888889,2,0.8,"Successful","Low","Critical"
"DEV0241",3,4,2,9,1,1,0.730556949322629,0.945763528986381,0.472137565902164,0.15,0.375,1,1,1,0.841990980457658,0.313131313131313,1,0.61,"Successful","Low","Low"
"DEV0242",1,2,2,9,2,2,0.126567987957852,0.817283355429673,0.624785887482482,0.75,0.916666666666667,2,2,2,0.964756973442459,0.343434343434343,2,0.7,"Successful","Low","Low"
"DEV0243",3,2,3,1,4,3,0.639488208730557,0.00711100397734121,0.948435032144684,0.35,0.0833333333333333,2,1,1,0.152998162685819,0.343434343434343,1,0.33,"Blocked","Medium","Low"
"DEV0244",2,1,2,3,3,2,0.0430255895634721,0.713510907556948,0.760994816808667,0,0.416666666666667,1,2,1,0.567228996158343,0.555555555555556,2,0.67,"Successful","Medium","Medium"
"DEV0245",4,4,3,7,1,1,0.613647767185148,0.689887911293239,0.00551687317865325,0.5,0.916666666666667,2,2,2,0.855687322532153,0.0606060606060606,2,0.43,"Blocked","High","Low"
"DEV0246",3,1,1,7,1,3,0.119668840943302,0.209352778112571,0.862723288768269,0.05,0.708333333333333,1,1,1,0.574745281443127,0.515151515151515,2,0.74,"Successful","Low","Medium"
"DEV0247",3,3,2,10,1,3,0.0457852483692925,0.375075328431963,0.839654750517207,0.5,0.708333333333333,1,1,1,0.585435109403708,0.161616161616162,1,0.5,"Blocked","Medium","Low"
"DEV0248",2,4,1,7,1,3,0.72077270446563,0.416053995420031,0.376593330812182,0.9,0.416666666666667,2,1,2,0.515116084850509,0.505050505050505,1,0.93,"Successful","Low","Medium"
"DEV0249",2,3,3,9,4,2,0.803437029603613,0.39496203447029,0.43303005361155,0.35,0.666666666666667,2,2,2,0.917988976114916,0.161616161616162,2,0.93,"Successful","Low","Low"
"DEV0250",1,3,3,5,1,2,0.766808830908179,0.782692539472098,0.361132738638133,0.2,0.666666666666667,2,2,1,0.119258393185235,0.939393939393939,1,0.75,"Successful","Medium","Critical"
"DEV0251",3,2,3,9,4,1,0.585423983943803,0.050259129805954,0.129134874201944,0.75,0.75,1,2,2,0.741272757641557,0.141414141414141,2,0.39,"Blocked","High","Low"
"DEV0252",2,3,5,7,3,3,0.47842448569995,0.0542364710136194,0.16041198585189,0.2,0.791666666666667,1,1,2,0.123434107232337,0.0303030303030303,1,0.37,"Blocked","Medium","Low"
"DEV0253",1,3,3,3,3,3,0.0328650275965881,0.486922984211161,0.798589638066425,0.45,0.541666666666667,2,2,2,0.486387172206447,0.252525252525253,2,0.64,"Successful","Medium","Low"
"DEV0254",3,1,3,7,3,3,0.239086803813347,0.511992286368567,0.829800013347274,0.3,0.916666666666667,2,1,1,0.279939869717722,0.919191919191919,2,0.4,"Blocked","Low","Critical"
"DEV0255",3,3,4,2,1,1,0.430632212744606,0.21887429191274,0.162792249683002,0.45,0.0416666666666667,1,1,2,0.0298981125772507,0.656565656565657,2,0.6,"Blocked","Low","High"
"DEV0256",3,4,1,4,2,2,0.683893627696939,0.611064240086778,0.611572086401353,0.1,0.75,2,1,1,0.67963921830633,0.666666666666667,1,0.79,"Successful","High","High"
"DEV0257",4,3,2,8,3,1,0.83078273958856,0.639146679522719,0.634395924632394,0.55,0.541666666666667,2,1,1,0.0554534825455153,0.383838383838384,2,0.33,"Blocked","Low","Low"
"DEV0258",4,4,2,3,2,2,0.15667335674862,0.665541762082681,0.200031143638912,0.75,0,1,2,2,0.604810422582262,0,1,0.5,"Blocked","Low","Low"
"DEV0259",1,3,4,2,3,1,0.759909683893628,0.132819091237797,0.573354392365359,0.1,0.208333333333333,2,1,1,0.689660932019375,0.818181818181818,1,0.55,"Blocked","High","Critical"
"DEV0260",3,4,3,8,1,3,0.43176116407426,0.142461130529107,0.797699819811803,0.8,0.25,2,1,2,0.890262234842158,0.97979797979798,1,0.85,"Successful","Medium","Critical"
"DEV0261",2,4,3,10,4,1,0.262794781736076,1,0.555869463662047,0.5,0.75,1,1,1,0.70335727409387,0.373737373737374,2,0.89,"Successful","Low","Low"
"DEV0262",1,2,4,8,3,1,0.420346211741094,0.254308786308304,0.222343336373546,0.6,1,2,2,1,0.186737932186404,0.454545454545455,2,0.86,"Successful","Medium","Medium"
"DEV0263",2,2,3,9,2,3,0.818866031108881,0.217066409545619,0.0311881298244834,0.95,0.958333333333333,2,1,2,0.639218306330383,0.0808080808080808,2,0.71,"Successful","Low","Low"
"DEV0264",4,4,3,3,2,2,0.958605117912694,0.671206460166325,0.690810401975397,0.2,0,2,1,1,0.457324202438617,0.353535353535354,2,0.91,"Successful","Low","Low"
"DEV0265",1,4,5,9,1,2,0.344957350727546,0.388935759913222,0.564256000711855,0.7,0.291666666666667,2,2,1,0.623016535827627,1,1,0.59,"Blocked","Medium","Critical"
"DEV0266",4,4,3,9,1,3,0.819994982438535,0.571049777027841,0.931817676239628,0.05,0.625,2,2,2,0.318523467512945,0.141414141414141,2,0.63,"Successful","Low","Low"
"DEV0267",1,3,2,1,4,1,0.6490215755143,0.109557671447511,0.310413098124708,0.4,0.291666666666667,2,2,2,0.496074828795724,0.0303030303030303,1,0.45,"Blocked","Medium","Low"
"DEV0268",4,4,1,5,4,1,0.201705970898144,0.795829818006508,0.458389873868262,0,0.25,1,2,1,0.580090195423417,0.777777777777778,1,0.46,"Blocked","High","High"
"DEV0269",3,4,5,5,4,1,0.824259909683894,0.372544293117995,0.240184192378707,0.25,0.75,1,1,2,0.102388508434942,0.666666666666667,1,0.22,"Blocked","Low","High"
"DEV0270",3,2,1,10,4,2,0.738334169593578,0.835000602627456,0.814539630280515,0.35,0.166666666666667,1,2,2,0.736261900785034,0.909090909090909,2,0.58,"Blocked","High","Critical"
"DEV0271",3,4,3,8,2,1,0.652282990466633,0.983849584187055,0.117567236891865,0.05,0.125,1,2,2,0.325538667112076,0.353535353535354,2,0.85,"Successful","Low","Low"
"DEV0272",3,4,2,6,1,1,0.221776216758655,0.557430396528866,0.300803060974796,0.4,0.0833333333333333,1,2,2,0.956572573910139,0.575757575757576,1,0.2,"Blocked","Medium","Medium"
"DEV0273",4,3,5,6,2,2,0.255895634721525,0.34940339881885,0.126710119458101,0.15,0.25,2,1,2,0.410723233672958,0.575757575757576,1,0.25,"Blocked","Medium","Medium"
"DEV0274",1,2,1,8,1,1,0.396512794781736,0.963721827166446,0.815852112206082,0.5,0.125,1,2,1,0.953733088358109,0.373737373737374,1,0.32,"Blocked","Medium","Low"
"DEV0275",3,1,3,1,2,1,0.794656297039639,0.729299746896469,0.198251507129669,0.65,0.333333333333333,2,1,1,0.693168531818941,0.313131313131313,2,0.78,"Successful","High","Low"
"DEV0276",1,1,2,9,3,1,0.729302558956347,0.561046161263107,0.594265121348964,0.8,0.25,2,2,2,0.969934858860865,0.96969696969697,1,0.75,"Successful","Medium","Critical"
"DEV0277",3,3,2,4,1,2,0.931510286001004,0.173556707243582,0.893889173136387,0.85,0.833333333333333,1,2,1,0.833806580925338,0.101010101010101,2,0.93,"Successful","Medium","Low"
"DEV0278",4,2,4,3,4,2,0.00664826894129455,0.641918765818971,0.19355771583654,0.05,0.375,2,2,1,0.734591615166193,0.696969696969697,1,0.55,"Blocked","Medium","High"
"DEV0279",4,1,4,10,1,2,0.174987456096337,0.938290948535615,0.756478989166463,0.05,0.75,1,2,1,0.343577751795557,0.222222222222222,2,0.26,"Blocked","Low","Low"
"DEV0280",3,3,1,2,4,3,0.619041645760161,0.666988067976377,0.419749516161324,0.25,0.0833333333333333,2,1,1,0.966260230499415,0.272727272727273,1,0.69,"Successful","Low","Low"
"DEV0281",2,4,4,1,2,3,0.427245358755645,0.68036639749307,0.608057304295598,0.7,0.458333333333333,2,2,1,0.285284783698012,0.373737373737374,2,0.77,"Successful","Low","Low"
"DEV0282",1,1,1,7,2,3,0.296537882589062,0.127033867663011,0.873045180521878,0.2,0.666666666666667,1,2,1,0.134457992316686,0.848484848484849,1,0.3,"Blocked","High","Critical"
"DEV0283",4,2,4,8,4,2,0.843201204214752,0.236712064601663,0.957110760127244,0.4,0.375,2,1,1,0.0335727409387006,0.787878787878788,2,0.5,"Blocked","Medium","High"
"DEV0284",3,1,5,3,1,2,0.25,0.555984090635169,0.219562654327854,0.6,0.666666666666667,2,2,2,0.559879739435444,0.757575757575758,1,0.37,"Blocked","High","High"
"DEV0285",4,2,2,2,2,3,0.195810336176618,0.591177534048451,0.946677641091807,0.4,0.291666666666667,2,1,2,0.725906129948221,0.747474747474748,2,0.24,"Blocked","Medium","High"
"DEV0286",1,2,5,1,4,1,0.0329904666332162,0.374352175485115,0.411451960936979,0.7,0.833333333333333,2,1,1,0.928344746951729,0.757575757575758,2,0.5,"Blocked","Low","High"
"DEV0287",2,2,5,8,4,1,0.0408931259407928,0.34940339881885,0.816741930460703,0.2,0.583333333333333,1,2,1,0.168698847502923,0.404040404040404,1,0.25,"Blocked","Medium","Medium"
"DEV0288",2,2,5,10,2,3,0.549046663321626,0.579124984934314,0.220207772562454,0.35,0.916666666666667,2,2,1,0.385167863704694,0.101010101010101,1,0.37,"Blocked","Medium","Low"
"DEV0289",3,1,1,10,4,1,0.309458103361766,0.694708930938894,0.11758948234823,0.95,0,2,1,1,0.224987472857859,0.0707070707070707,1,0.24,"Blocked","Low","Low"
"DEV0290",2,4,1,9,3,3,0.173983943803312,0.493672411715078,0.646008052855204,1,0.333333333333333,2,2,2,0.684316018039085,0.252525252525253,1,0.7,"Successful","Medium","Low"
"DEV0291",3,3,4,1,3,3,0.857877571500251,0.209111727130288,0.924209730162614,0.1,1,2,1,1,0.0664773676298648,0.898989898989899,1,0.42,"Blocked","High","Critical"
